"","V2","V3"
"493",196766,12868
"494",196769,15312
"495",196770,15879
"496",196787,13674
"497",196794,18374
"498",196797,16192
"499",196800,14111
"500",196801,14950
"501",196802,13888
"502",196805,16068
"503",196807,13012
"504",196811,12033
"505",196817,14076
"506",196827,15531
"507",196834,15257
"508",196836,12537
"509",196841,15578
"510",196862,16596
"511",196873,14611
"512",196879,14385
"513",196892,13342
"514",196893,15145
"515",196897,11522
"516",196897,16351
"517",196900,14649
"518",196900,15535
"519",196907,16782
"520",196909,15054
"521",196910,12930
"522",196919,14717
"523",196920,16111
"524",196962,14478
"525",196971,15242
"526",196974,14170
"527",196978,17539
"528",196982,14954
"529",196993,14554
"530",196993,14946
"531",196997,13977
"532",197000,17231
"533",197004,15772
"534",197004,14721
"535",197008,14774
"536",197010,15196
"537",197017,13954
"538",197020,14179
"539",197030,14954
"540",197033,12974
"541",197034,14251
"542",197034,13363
"543",197036,18036
"544",197038,15432
"545",197050,12188
"546",197053,15953
"547",197057,15205
"548",197068,15865
"549",197073,16624
"550",197073,17138
"551",197074,12883
"552",197074,13896
"553",197078,14885
"554",197084,11743
"555",197097,17278
"556",197100,14841
"557",197101,14342
"558",197122,16726
"559",197135,16267
"560",197138,17705
"561",197149,16295
"562",197150,14370
"563",197151,15017
"564",197160,16318
"565",197161,15014
"566",197161,14079
"567",197164,13413
"568",197164,16442
"569",197166,15570
"570",197169,14286
"571",197170,13007
"572",197172,13796
"573",197175,13513
"574",197194,15606
"575",197199,14501
"576",197203,15996
"577",197218,13047
"578",197221,15914
"579",197226,13651
"580",197227,12707
"581",197229,13328
"582",197235,16378
"583",197238,16542
"584",197267,15499
"585",197281,14922
"586",197286,12733
"587",197304,13737
"588",197306,14010
"589",197324,13506
"590",197338,11992
"591",197374,14369
"592",197375,11787
"593",197382,15715
"594",197388,16313
"595",197402,15131
"596",197410,15155
"597",197411,15798
"598",197414,13161
"599",197416,15049
"600",197420,12209
"601",197423,11931
"602",197426,16078
"603",197426,13109
"604",197438,16077
"605",197447,14481
"606",197449,15896
"607",197452,16922
"608",197455,14484
"609",197462,15400
"610",197467,16926
"611",197473,12557
"612",197482,12466
"613",197482,13533
"614",197508,14519
"615",197517,14336
"616",197533,14308
"617",197539,16076
"618",197540,13536
"619",197546,14283
"620",197569,12852
"621",197577,13358
"622",197587,14458
"623",197587,13167
"624",197599,12943
"625",197608,14697
"626",197611,12605
"627",197621,15493
"628",197623,13664
"629",197642,13096
"630",197643,16069
"631",197655,11947
"632",197656,13845
"633",197660,13060
"634",197663,14344
"635",197664,13430
"636",197671,14681
"637",197673,14739
"638",197681,15911
"639",197687,12995
"640",197704,16760
"641",197709,16267
"642",197711,14236
"643",197716,15444
"644",197717,14730
"645",197718,13640
"646",197729,12541
"647",197757,14334
"648",197765,16193
"649",197769,15358
"650",197781,14906
"651",197796,13122
"652",197802,13328
"653",197828,13401
"654",197829,15850
"655",197835,14862
"656",197848,16198
"657",197850,14692
"658",197871,16001
"659",197895,13759
"660",197901,15293
"661",197918,13916
"662",197942,15636
"663",197969,12482
"664",197977,17369
"665",197981,14607
"666",197992,15825
"667",197992,15706
"668",198003,13572
"669",198009,13007
"670",198032,11144
"671",198040,12842
"672",198043,14640
"673",198047,16156
"674",198054,15621
"675",198064,16203
"676",198078,12254
"677",198112,13375
"678",198115,13478
"679",198140,13604
"680",198152,14313
"681",198159,13453
"682",198166,15156
"683",198172,16002
"684",198174,13942
"685",198175,18499
"686",198177,13912
"687",198182,17777
"688",198189,11963
"689",198193,12973
"690",198210,14413
"691",198214,15500
"692",198226,14880
"693",198254,14858
"694",198277,13350
"695",198298,18272
"696",198304,14773
"697",198307,14154
"698",198338,14314
"699",198341,16061
"700",198343,15298
"701",198367,15202
"702",198376,17876
"703",198377,14510
"704",198378,13759
"705",198386,15682
"706",198397,14164
"707",198410,14656
"708",198436,16322
"709",198438,14330
"710",198453,12741
"711",198459,12079
"712",198465,12413
"713",198472,13505
"714",198491,14067
"715",198497,11812
"716",198517,14705
"717",198519,15716
"718",198536,12901
"719",198594,18739
"720",198646,14956
"721",198646,11604
"722",198657,14524
"723",198701,17519
"724",198733,15461
"725",198784,16043
"726",198805,13476
"727",198815,12706
"728",198838,14951
"729",198871,13555
"730",198883,15602
"731",198896,15981
"732",198911,16038
"733",198965,17858
"734",198983,17832
"735",198988,13753
"736",198993,14762
"737",199042,15750
"738",199222,12779
"739",199224,11901
"740",199343,14652
"741",199367,19418
"742",199371,13290
"743",199381,13218
"744",199504,15894
"745",199533,16549
"746",199553,15581
"747",199611,12264
"748",199628,13504
"749",199725,14612
"750",199841,13790
"751",200002,16354
"752",200080,17718
"753",200809,11724
"754",200971,9178
"755",200989,14190
"756",200993,12367
"757",201022,12397
"758",201197,8684
"759",201317,7670
"760",201360,11759
"761",201383,9818
"762",201433,9773
"763",201640,8345
"764",201653,12484
"765",201711,11168
"766",201744,9426
"767",201788,8782
"768",201880,10299
"769",202002,12225
"770",202008,10464
"771",202029,9379
"772",202039,7291
"773",202121,9195
"774",202130,9335
"775",202221,7790
"776",202226,11505
"777",202302,9351
"778",202316,9795
"779",202331,11514
"780",202367,10313
"781",202381,10096
"782",202401,11561
"783",202472,9398
"784",202480,11594
"785",202483,6938
"786",202516,6619
"787",202524,11626
"788",202538,6438
"789",202556,11538
"790",202584,10685
"791",202594,12136
"792",202605,10959
"793",202625,8169
"794",202709,11728
"795",202742,8232
"796",202775,10884
"797",202791,9660
"798",202862,8332
"799",202864,10159
"800",202880,8438
"801",202903,10718
"802",202906,6321
"803",202939,10641
"804",202944,7607
"805",202991,8607
"806",202995,6665
"807",203007,9071
"808",203016,10687
"809",203019,9093
"810",203024,11418
"811",203043,7921
"812",203043,7697
"813",203050,8606
"814",203056,10908
"815",203063,9489
"816",203064,11372
"817",203070,9403
"818",203071,9264
"819",203073,11237
"820",203074,9027
"821",203083,9063
"822",203135,10882
"823",203156,10554
"824",203162,8646
"825",203165,8769
"826",203177,11431
"827",203182,6490
"828",203191,7159
"829",203201,8729
"830",203224,7733
"831",203239,10163
"832",203246,9210
"833",203265,11649
"834",203274,10474
"835",203289,8145
"836",203310,8596
"837",203310,11362
"838",203314,9202
"839",203320,10519
"840",203338,10299
"841",203356,8507
"842",203364,8600
"843",203387,6970
"844",203394,8473
"845",203395,8549
"846",203438,9498
"847",203438,9216
"848",203443,8216
"849",203444,10332
"850",203446,8947
"851",203452,9305
"852",203454,9083
"853",203464,10952
"854",203494,10601
"855",203496,8804
"856",203496,11087
"857",203496,10083
"858",203497,9074
"859",203501,10339
"860",203519,9392
"861",203519,6441
"862",203522,11863
"863",203540,7495
"864",203547,7063
"865",203549,11297
"866",203550,9988
"867",203570,8712
"868",203576,10880
"869",203581,10733
"870",203590,9369
"871",203591,9128
"872",203601,9957
"873",203603,10865
"874",203604,7596
"875",203607,10161
"876",203608,10806
"877",203624,8219
"878",203627,9248
"879",203630,7574
"880",203642,12500
"881",203644,12026
"882",203650,10079
"883",203659,10729
"884",203669,11228
"885",203672,9045
"886",203681,9283
"887",203686,8460
"888",203687,9982
"889",203687,8754
"890",203721,10690
"891",203727,6856
"892",203736,7745
"893",203736,6682
"894",203743,10992
"895",203756,11038
"896",203774,10299
"897",203784,9700
"898",203788,9603
"899",203790,8741
"900",203791,9867
"901",203798,9872
"902",203800,8982
"903",203812,10058
"904",203813,6908
"905",203815,11229
"906",203818,9476
"907",203825,9605
"908",203833,10661
"909",203843,11067
"910",203851,9984
"911",203851,9730
"912",203860,9535
"913",203860,9004
"914",203861,8324
"915",203864,12622
"916",203885,10537
"917",203887,12099
"918",203902,7863
"919",203908,10356
"920",203911,8405
"921",203916,8446
"922",203920,11452
"923",203921,9774
"924",203929,7921
"925",203936,10921
"926",203942,11616
"927",203951,9129
"928",203958,8240
"929",203964,7557
"930",203971,10567
"931",203973,8538
"932",203981,10946
"933",203988,8081
"934",203988,7130
"935",203988,9266
"936",204003,11528
"937",204006,12376
"938",204009,11009
"939",204010,10972
"940",204019,9164
"941",204033,9878
"942",204038,9893
"943",204051,8185
"944",204054,7770
"945",204067,8020
"946",204068,9433
"947",204073,8558
"948",204099,9134
"949",204102,8193
"950",204106,11104
"951",204127,7263
"952",204139,7495
"953",204155,8962
"954",204163,10993
"955",204167,8052
"956",204171,9073
"957",204172,8188
"958",204180,7886
"959",204196,13849
"960",204202,11855
"961",204203,10459
"962",204203,7534
"963",204206,9081
"964",204213,7596
"965",204214,10973
"966",204217,6803
"967",204224,12016
"968",204228,7981
"969",204231,8361
"970",204238,9736
"971",204241,8995
"972",204246,10560
"973",204254,10485
"974",204262,10807
"975",204281,9524
"976",204281,8790
"977",204288,6430
"978",204291,9080
"979",204293,8762
"980",204302,8792
"981",204303,9312
"982",204303,5996
"983",204304,11369
"984",204313,8770
"985",204318,10948
"986",204320,9886
"987",204324,8468
"988",204328,10207
"989",204332,7827
"990",204338,11996
"991",204351,9324
"992",204354,7587
"993",204357,7942
"994",204367,10629
"995",204373,11016
"996",204376,9065
"997",204377,11459
"998",204382,9766
"999",204383,6676
"1000",204385,6316
"1001",204388,11466
"1002",204391,9710
"1003",204396,8153
"1004",204397,11730
"1005",204402,11463
"1006",204407,12286
"1007",204421,9496
"1008",204425,10105
"1009",204426,12936
"1010",204428,7823
"1011",204430,10337
"1012",204432,10900
"1013",204436,8575
"1014",204437,7791
"1015",204437,10631
"1016",204448,6645
"1017",204456,10402
"1018",204457,9788
"1019",204461,10531
"1020",204462,9225
"1021",204462,9240
"1022",204465,11445
"1023",204467,11239
"1024",204496,8190
"1025",204503,9078
"1026",204503,8987
"1027",204505,10557
"1028",204507,9844
"1029",204507,12314
"1030",204514,8894
"1031",204526,8162
"1032",204530,7481
"1033",204531,8140
"1034",204538,7774
"1035",204539,8360
"1036",204539,9804
"1037",204539,12204
"1038",204543,10473
"1039",204543,10123
"1040",204548,10802
"1041",204554,9351
"1042",204556,10160
"1043",204556,5440
"1044",204557,8451
"1045",204557,8784
"1046",204560,8873
"1047",204575,12314
"1048",204575,9698
"1049",204576,10366
"1050",204578,12335
"1051",204583,12042
"1052",204591,11355
"1053",204595,9023
"1054",204596,9595
"1055",204599,9344
"1056",204604,8238
"1057",204606,10848
"1058",204607,6629
"1059",204608,10733
"1060",204609,8645
"1061",204609,11454
"1062",204618,11107
"1063",204625,8789
"1064",204642,9718
"1065",204646,7904
"1066",204648,8533
"1067",204650,9376
"1068",204651,10938
"1069",204656,11808
"1070",204659,10477
"1071",204667,10082
"1072",204669,8788
"1073",204671,8753
"1074",204673,6773
"1075",204680,10998
"1076",204683,7882
"1077",204686,9400
"1078",204713,6407
"1079",204721,9648
"1080",204727,10506
"1081",204728,7726
"1082",204729,10639
"1083",204735,7784
"1084",204735,9763
"1085",204735,9446
"1086",204745,12081
"1087",204748,8727
"1088",204755,8641
"1089",204756,11047
"1090",204756,8674
"1091",204761,10155
"1092",204763,8880
"1093",204765,10553
"1094",204771,10148
"1095",204772,11115
"1096",204772,8845
"1097",204780,11441
"1098",204781,7496
"1099",204791,9006
"1100",204794,8418
"1101",204796,8072
"1102",204801,11797
"1103",204811,12848
"1104",204821,8962
"1105",204822,8106
"1106",204823,9282
"1107",204826,11684
"1108",204835,9118
"1109",204835,9992
"1110",204835,9351
"1111",204839,10371
"1112",204842,8472
"1113",204843,9550
"1114",204844,11109
"1115",204847,9227
"1116",204851,6512
"1117",204857,7735
"1118",204857,8886
"1119",204857,9849
"1120",204862,9903
"1121",204865,8499
"1122",204872,8053
"1123",204874,8289
"1124",204877,10782
"1125",204879,10219
"1126",204879,8643
"1127",204881,10268
"1128",204889,9595
"1129",204892,7840
"1130",204892,10245
"1131",204903,7527
"1132",204908,9700
"1133",204913,9254
"1134",204916,8400
"1135",204919,8959
"1136",204930,9597
"1137",204932,10270
"1138",204935,6427
"1139",204938,10508
"1140",204945,10557
"1141",204956,10619
"1142",204960,9168
"1143",204965,10888
"1144",204973,9656
"1145",204976,8166
"1146",204990,8984
"1147",204991,9357
"1148",204992,12625
"1149",204993,9613
"1150",204994,11634
"1151",204999,8343
"1152",205001,11896
"1153",205004,9984
"1154",205008,9196
"1155",205013,10696
"1156",205017,8657
"1157",205023,9027
"1158",205026,10777
"1159",205028,10293
"1160",205032,9091
"1161",205040,7715
"1162",205047,9319
"1163",205048,6344
"1164",205050,8094
"1165",205055,9135
"1166",205058,8578
"1167",205065,12076
"1168",205067,10454
"1169",205068,10615
"1170",205073,10295
"1171",205075,10427
"1172",205084,9529
"1173",205089,7857
"1174",205090,11065
"1175",205094,10396
"1176",205096,6850
"1177",205097,10138
"1178",205100,9720
"1179",205100,9318
"1180",205104,11063
"1181",205106,9071
"1182",205112,9823
"1183",205116,9471
"1184",205119,7182
"1185",205120,9691
"1186",205121,8734
"1187",205122,8261
"1188",205122,9440
"1189",205123,9635
"1190",205126,8856
"1191",205133,9805
"1192",205134,10873
"1193",205137,9744
"1194",205140,10084
"1195",205142,10318
"1196",205144,9998
"1197",205150,8061
"1198",205162,6903
"1199",205163,10661
"1200",205176,8507
"1201",205179,8774
"1202",205185,12172
"1203",205190,8891
"1204",205190,8680
"1205",205209,7212
"1206",205220,8653
"1207",205220,10304
"1208",205221,8130
"1209",205223,5163
"1210",205224,8627
"1211",205228,9069
"1212",205228,10435
"1213",205232,9269
"1214",205239,10518
"1215",205241,7397
"1216",205249,9896
"1217",205252,11385
"1218",205266,9050
"1219",205269,9557
"1220",205273,8616
"1221",205277,11451
"1222",205282,10607
"1223",205283,10875
"1224",205289,6650
"1225",205291,10540
"1226",205293,9833
"1227",205298,10601
"1228",205299,7972
"1229",205301,8210
"1230",205301,8707
"1231",205303,9793
"1232",205304,8169
"1233",205304,7787
"1234",205308,7899
"1235",205313,10130
"1236",205314,10830
"1237",205314,10398
"1238",205317,9012
"1239",205319,8181
"1240",205325,9894
"1241",205326,8527
"1242",205331,7443
"1243",205334,9398
"1244",205334,8502
"1245",205341,9546
"1246",205346,9495
"1247",205348,10156
"1248",205351,12087
"1249",205366,9251
"1250",205366,5976
"1251",205367,11373
"1252",205378,11589
"1253",205384,10716
"1254",205387,9415
"1255",205392,10055
"1256",205393,7840
"1257",205395,9397
"1258",205402,8692
"1259",205405,11219
"1260",205406,8235
"1261",205419,9753
"1262",205421,9461
"1263",205421,13169
"1264",205422,8399
"1265",205425,9756
"1266",205430,7781
"1267",205433,9897
"1268",205438,10455
"1269",205440,8529
"1270",205442,10133
"1271",205450,8011
"1272",205452,9503
"1273",205455,12274
"1274",205456,7847
"1275",205456,9423
"1276",205460,8982
"1277",205463,10525
"1278",205464,10155
"1279",205470,8011
"1280",205473,10948
"1281",205476,10623
"1282",205480,8746
"1283",205492,8820
"1284",205494,11196
"1285",205496,7407
"1286",205498,7957
"1287",205499,11053
"1288",205502,9957
"1289",205503,8632
"1290",205505,9011
"1291",205508,9683
"1292",205513,10416
"1293",205515,11785
"1294",205530,10423
"1295",205531,7385
"1296",205531,5618
"1297",205538,8960
"1298",205538,9028
"1299",205540,7788
"1300",205546,11132
"1301",205547,8431
"1302",205548,6461
"1303",205560,10113
"1304",205562,10210
"1305",205566,9306
"1306",205578,9387
"1307",205582,10151
"1308",205589,12126
"1309",205592,11245
"1310",205593,7943
"1311",205594,7677
"1312",205595,10884
"1313",205601,9625
"1314",205603,6572
"1315",205603,10178
"1316",205605,8745
"1317",205609,8405
"1318",205625,6552
"1319",205634,11136
"1320",205642,8847
"1321",205650,9588
"1322",205657,12342
"1323",205666,8950
"1324",205678,11637
"1325",205681,7902
"1326",205684,8570
"1327",205685,9555
"1328",205685,10147
"1329",205685,8550
"1330",205687,9690
"1331",205693,11742
"1332",205701,7234
"1333",205701,8543
"1334",205703,9406
"1335",205703,8029
"1336",205704,8866
"1337",205716,10809
"1338",205718,7389
"1339",205720,11565
"1340",205725,7437
"1341",205725,12295
"1342",205730,9095
"1343",205731,9833
"1344",205733,8860
"1345",205735,11671
"1346",205735,8647
"1347",205737,14918
"1348",205738,7325
"1349",205743,7813
"1350",205755,9337
"1351",205756,6532
"1352",205757,8160
"1353",205759,10273
"1354",205765,10139
"1355",205772,10151
"1356",205775,12024
"1357",205777,13307
"1358",205783,10704
"1359",205785,8999
"1360",205786,10565
"1361",205788,9767
"1362",205790,8841
"1363",205799,9374
"1364",205803,11729
"1365",205817,13579
"1366",205819,7196
"1367",205819,7992
"1368",205830,8779
"1369",205842,9243
"1370",205844,7798
"1371",205850,8800
"1372",205851,10349
"1373",205851,10810
"1374",205858,10978
"1375",205859,9052
"1376",205865,7899
"1377",205868,8829
"1378",205870,8237
"1379",205883,9878
"1380",205884,9017
"1381",205884,10248
"1382",205898,9968
"1383",205904,10579
"1384",205910,12908
"1385",205911,9381
"1386",205914,8776
"1387",205918,10949
"1388",205924,5999
"1389",205925,11782
"1390",205935,8623
"1391",205942,11135
"1392",205946,8279
"1393",205953,7437
"1394",205955,9570
"1395",205957,11188
"1396",205960,11871
"1397",205963,9619
"1398",205972,9794
"1399",205972,8517
"1400",205974,6726
"1401",205976,8535
"1402",205978,11501
"1403",205981,9967
"1404",205981,7948
"1405",205982,9160
"1406",205988,11877
"1407",205991,9124
"1408",205992,6664
"1409",206004,10795
"1410",206007,10788
"1411",206017,6032
"1412",206036,10020
"1413",206053,6949
"1414",206055,9824
"1415",206057,8525
"1416",206058,8472
"1417",206060,5439
"1418",206061,9144
"1419",206062,6989
"1420",206063,9881
"1421",206071,10628
"1422",206072,10771
"1423",206073,8480
"1424",206075,10319
"1425",206077,10351
"1426",206078,10297
"1427",206081,9333
"1428",206082,10761
"1429",206091,8027
"1430",206092,8795
"1431",206101,9118
"1432",206104,8375
"1433",206114,8239
"1434",206115,8682
"1435",206117,12623
"1436",206118,12336
"1437",206118,9768
"1438",206128,9386
"1439",206133,8145
"1440",206138,9618
"1441",206138,8134
"1442",206139,9019
"1443",206146,10110
"1444",206147,8834
"1445",206148,8908
"1446",206151,8583
"1447",206156,12738
"1448",206158,10162
"1449",206161,9489
"1450",206169,12219
"1451",206171,9549
"1452",206172,10316
"1453",206185,10799
"1454",206185,10018
"1455",206193,11065
"1456",206203,10152
"1457",206206,8585
"1458",206206,7574
"1459",206216,9880
"1460",206222,5897
"1461",206222,8860
"1462",206226,11380
"1463",206230,7649
"1464",206240,9849
"1465",206241,9745
"1466",206242,11209
"1467",206242,8243
"1468",206255,13762
"1469",206256,6858
"1470",206257,10751
"1471",206264,10007
"1472",206277,8567
"1473",206278,8639
"1474",206285,7811
"1475",206290,8348
"1476",206297,9889
"1477",206302,8846
"1478",206317,9555
"1479",206328,7717
"1480",206329,9577
"1481",206331,11249
"1482",206337,10988
"1483",206340,9002
"1484",206348,9061
"1485",206358,8204
"1486",206358,11739
"1487",206362,7076
"1488",206363,10503
"1489",206365,10400
"1490",206367,9586
"1491",206367,8250
"1492",206367,8433
"1493",206371,9096
"1494",206376,8476
"1495",206376,9294
"1496",206379,8632
"1497",206383,9965
"1498",206386,8736
