"","V2","V3"
"157",608557,590278
"158",623004,508050
"159",601900,569391
"160",641031,593074
"161",589658,640498
"162",567565,573952
"163",559078,570088
"164",639431,588155
"165",566609,537592
"166",568570,579335
"167",660650,615038
"168",667639,571164
"169",596796,529933
"170",606111,617846
"171",616060,590779
"172",602873,527864
"173",571334,594145
"174",602167,543919
"175",605100,573307
"176",546640,560043
"177",585195,555011
"178",651740,589474
"179",589112,536573
"180",582057,543124
"181",690968,555952
"182",609030,552436
"183",632125,541413
"184",603445,630598
"185",628264,616214
"186",577242,574073
"187",604090,574392
"188",607911,576556
"189",600665,638890
"190",600117,539079
"191",631182,565466
"192",695646,652231
"193",619445,567491
"194",613191,571942
"195",567428,580005
"196",590583,623314
"197",606289,670243
"198",585175,574133
"199",634967,579020
"200",614615,574437
"201",593061,579188
"202",606933,576409
"203",606587,573873
"204",594084,629464
"205",683697,581516
"206",601530,577183
"207",603055,589818
"208",616561,619007
"209",607463,477085
"210",611581,572630
"211",579712,568354
"212",602887,595245
"213",600039,557139
"214",605913,579526
"215",579773,568698
"216",606324,544357
"217",605958,573728
"218",606144,575076
"219",667472,570571
"220",580048,565009
"221",597802,576113
"222",610263,574422
"223",603855,575180
"224",624369,532153
"225",599870,591110
"226",577167,617095
"227",658403,611332
"228",563460,480559
"229",610980,522819
"230",569422,567790
"231",627727,578737
"232",592804,584539
"233",540783,626497
"234",591823,639096
"235",637323,549567
"236",638078,629421
"237",611315,560757
"238",647103,573853
"239",522993,595581
"240",601187,531825
"241",533799,564377
"242",649034,528813
"243",620975,564344
"244",622407,583192
"245",597026,642918
"246",551291,576721
"247",608768,610525
"248",697959,614701
"249",658281,582264
"250",546632,599204
"251",672565,564468
"252",636500,587401
"253",696144,548705
"254",533551,582247
"255",526802,551524
"256",553038,606418
"257",696601,603624
"258",588964,597435
"259",716139,621721
"260",608529,586311
"261",557378,567033
"262",589994,610890
"263",589344,563119
"264",624415,515911
"265",565483,551512
"266",584895,574666
"267",582777,542670
"268",639394,576728
"269",608298,573748
"270",663578,586265
"271",628080,562986
"272",597421,554767
"273",595193,576508
"274",658103,572250
"275",659529,498474
"276",606415,581386
"277",641976,577433
"278",587466,564953
"279",589180,595099
"280",601885,573083
"281",580561,528916
"282",621726,578003
"283",558817,576255
"284",620213,574468
"285",594010,570095
"286",541976,512639
"287",593840,578685
"288",602667,575857
"289",631446,561156
"290",596481,567449
"291",611318,581584
"292",568546,564911
"293",593865,572987
"294",597017,575588
"295",578804,573582
"296",673750,594081
"297",592714,553958
"298",594029,586701
"299",668502,563937
"300",629533,537542
"301",801539,318482
"302",801667,318542
"303",814045,332998
"304",800479,321640
"305",757470,224976
"306",844536,424646
"307",797105,316002
"308",779956,271501
"309",797205,313318
"310",801323,316240
"311",783666,262902
"312",806131,312752
"313",830658,368694
"314",802482,335269
"315",801910,325434
"316",808062,337340
"317",789833,304422
"318",803603,327255
"319",800865,312968
"320",802237,318526
"321",803959,315173
"322",800123,312312
"323",780927,285057
"324",797242,324588
"325",801551,320544
"326",809182,319115
"327",801931,317202
"328",870801,476330
"329",820327,352701
"330",801093,317509
"331",798523,324500
"332",805237,318655
"333",803375,311620
"334",801441,323812
"335",797313,317527
"336",788220,301915
"337",790395,300024
"338",817135,349925
"339",797787,301470
"340",804630,332333
"341",808710,330379
"342",802111,320817
"343",796375,309563
"344",819768,346596
"345",814605,354382
"346",800565,319364
"347",802089,313456
"348",814401,341234
"349",796609,319691
"350",776131,248465
"351",803464,329093
"352",802646,317894
"353",809550,327365
"354",795322,311178
"355",830450,393096
"356",778414,260729
"357",800041,318331
"358",802814,320130
"359",802738,312234
"360",823913,369439
"361",803386,318982
"362",812869,346251
"363",798904,324420
"364",800447,331643
"365",807446,342555
"366",804251,329956
"367",797594,302109
"368",803448,314797
"369",765502,240340
"370",795527,315510
"371",794640,313497
"372",808717,335740
"373",790932,305223
"374",816852,352965
"375",826228,376658
"376",795299,312036
"377",808686,332209
"378",809594,344872
"379",799275,324108
"380",878184,487392
"381",798472,322218
"382",824822,367091
"383",746769,205186
"384",756701,207223
"385",795489,287279
"386",800483,320713
"387",783491,288029
"388",797162,306135
"389",800272,316170
"390",806827,324616
"391",802853,314938
"392",800804,316615
"393",813173,354777
"394",801588,319814
"395",797400,315778
"396",823840,368410
"397",811391,343836
"398",801055,321833
"399",804038,306622
"400",803780,334441
"401",834173,386159
"402",802784,313853
"403",807293,347456
"404",817119,336333
"405",786635,269352
"406",824624,381716
"407",797415,319840
"408",800772,325023
"409",806626,318966
"410",800845,311838
"411",769386,259892
"412",797272,324228
"413",807409,325526
"414",795836,291870
"415",798321,319665
"416",805372,313397
"417",790738,308028
"418",800667,315995
"419",795205,316433
"420",809054,345541
"421",808452,320117
"422",779897,279572
"423",782642,275308
"424",797569,321799
"425",801751,318110
"426",787644,297715
"427",807401,314610
"428",800677,310656
"429",800394,301473
"430",795571,310093
"431",814158,335578
"432",811913,325091
"433",806982,316680
"434",775604,274485
"435",800133,327081
"436",806511,313841
"437",803796,314893
"438",802012,318315
"439",826789,377676
"440",814108,344096
"441",804354,309671
"442",807017,330432
"443",803774,334756
"444",817410,346944
"445",841928,398948
"446",816145,349032
"447",818622,370753
"448",786245,292352
"449",784164,285702
"450",805390,319676
"451",790774,303642
"452",803277,319525
"453",833182,379714
"454",773023,251826
"455",801609,320399
"456",778965,282290
"457",814317,333112
"458",805080,323708
"459",801080,318049
"460",799724,318884
"461",798059,316113
"462",806176,320301
"463",769876,257669
"464",825716,373098
"465",791983,298565
"466",801386,313545
"467",804871,317801
"468",810903,332925
"469",838276,395673
"470",810543,341180
"471",777978,252419
"472",820258,351165
"473",801997,319385
"474",779437,281959
"475",810253,323873
"476",794826,309589
"477",814280,344223
"478",832651,373469
"479",794142,306704
"480",802041,319504
"481",804190,320706
"482",798983,325682
"483",840462,402858
"484",799912,323363
"485",804119,328544
"486",804358,320802
"487",803057,331037
"488",803031,325811
"489",784151,283760
"490",800444,311497
"491",802004,317772
"492",803470,319069
"493",811277,335577
"494",803332,315488
"495",800037,317963
"496",813436,360446
"497",800694,316789
"498",838129,404012
"499",764997,249477
"500",800316,311699
"501",806848,320541
"502",805462,317833
"503",798308,312788
"504",802655,316263
"505",801456,320080
"506",801309,318213
"507",840886,397888
"508",829529,375007
"509",830805,370801
"510",804979,334141
"511",804013,316083
"512",808489,317021
"513",770113,241615
"514",804332,319006
"515",833661,389733
"516",797834,297329
"517",794956,309980
"518",801232,307078
"519",809552,342258
"520",794615,305632
"521",809259,345634
"522",811502,355939
"523",801301,316893
"524",803370,318247
"525",804702,315881
"526",797009,293194
"527",813791,334609
"528",812965,330224
"529",826048,374236
"530",800959,322309
"531",803405,317316
"532",802254,320673
"533",783116,265635
"534",798633,317300
"535",801482,327644
"536",798612,326404
"537",799001,302014
"538",802537,312497
"539",799794,315080
"540",793892,313943
"541",804691,332987
"542",793855,298525
"543",796952,318633
"544",800655,320227
"545",801780,318992
"546",805977,320805
"547",796916,323332
"548",820904,351763
"549",808405,318841
"550",765283,249459
"551",824212,363776
"552",798981,311092
"553",797178,310439
"554",800582,316980
"555",803839,310353
"556",796283,315582
"557",801145,317601
"558",801662,318423
"559",801782,318281
"560",803377,319212
"561",803932,318781
"562",806192,337849
"563",789583,287700
"564",801586,318947
"565",804251,331304
"566",799667,316830
"567",759789,229116
"568",799021,326404
"569",793684,312065
"570",806320,315242
"571",786234,267976
"572",821151,366545
"573",801903,312794
"574",782506,279930
"575",803627,319323
"576",794991,291216
"577",794667,315069
"578",799291,317500
"579",798243,324160
"580",804408,337683
"581",818119,348676
"582",810502,336169
"583",793560,285392
"584",801326,315779
"585",808644,326320
"586",813645,328765
"587",800966,317165
"588",797111,302781
"589",802431,322048
"590",811061,333595
"591",786719,283364
"592",773955,239849
"593",803701,321815
"594",783110,289805
"595",800235,316652
"596",807421,317527
"597",797947,319734
"598",805035,317469
"599",801166,322298
"600",846693,429031
"601",801493,322249
"602",806087,326636
"603",810657,329468
"604",801313,300606
"605",800390,309948
"606",801634,318965
"607",799197,314215
"608",795254,296488
"609",807696,320548
"610",800461,326821
"611",801174,320442
"612",809781,326904
"613",826585,366934
"614",804429,312164
"615",788005,292268
"616",801183,316191
"617",378274,816341
"618",406233,813072
"619",401478,785370
"620",448651,847994
"621",434440,822866
"622",369199,734895
"623",413241,771595
"624",369418,733394
"625",378563,789670
"626",424190,780052
"627",415993,776671
"628",421352,799127
"629",432656,783776
"630",383032,788008
"631",414377,771258
"632",425260,773661
"633",469139,810971
"634",442979,803024
"635",347079,803582
"636",412797,803180
"637",352874,807952
"638",442286,755194
"639",416433,786159
"640",419700,793447
"641",422961,821595
"642",400008,789447
"643",429586,775621
"644",457561,788245
"645",415417,785827
"646",389552,750700
"647",415598,786499
"648",443447,783977
"649",404792,749210
"650",389392,730768
"651",473485,847098
"652",491614,778997
"653",437483,785130
"654",452570,848127
"655",417197,778243
"656",405986,787439
"657",437568,794323
"658",420319,794333
"659",418963,746595
"660",469422,822619
"661",397688,762902
"662",418149,790096
"663",407289,798870
"664",360319,778673
"665",473799,795167
"666",445199,763833
"667",446537,828924
"668",410019,732704
"669",396540,815936
"670",407694,718592
"671",417091,792545
"672",442260,754050
"673",411526,784658
"674",407814,765816
"675",394022,803914
"676",481133,781413
"677",396118,794614
"678",458538,786673
"679",419721,789724
"680",424476,781552
"681",377720,727349
"682",448336,789445
"683",412227,787450
"684",408745,824896
"685",417016,774869
"686",395274,786698
"687",412541,806622
"688",412109,735920
"689",407023,787385
"690",376660,815936
"691",396548,784388
"692",508535,830710
"693",414014,816460
"694",440782,782395
"695",436951,814456
"696",393758,750953
"697",418410,795929
"698",425991,787029
"699",414562,787355
"700",408712,803987
"701",377858,811790
"702",417169,792321
"703",460371,780609
"704",388873,746909
"705",395641,808571
"706",386436,791388
"707",440667,768761
"708",438437,730300
"709",370839,727884
"710",422917,781112
"711",391555,789079
"712",402666,814060
"713",474368,812039
"714",406176,760860
"715",463768,793154
"716",446307,796523
"717",402309,786873
"718",413946,786971
"719",425053,790566
"720",416926,785113
"721",424023,737453
"722",417447,782955
"723",415672,787824
"724",416019,787562
"725",417515,787648
"726",459230,803720
"727",447833,819282
"728",418199,851439
"729",417393,771537
"730",441415,780207
"731",399634,751940
"732",373360,784232
"733",419227,779215
"734",434717,808225
"735",397669,792218
"736",412028,773494
"737",407504,803363
"738",365147,790525
"739",459328,805961
"740",429472,860855
"741",480128,785580
"742",344915,702496
"743",410969,770451
"744",407460,791404
"745",420476,750495
"746",397747,792207
"747",408428,771823
"748",397806,749559
"749",426040,825049
"750",407565,766203
"751",414317,828815
"752",410610,765111
"753",412388,784064
"754",406337,750353
"755",422419,754048
"756",416039,730594
"757",414512,793966
"758",398478,822297
"759",424375,721868
"760",403890,792420
"761",400902,772920
"762",402367,782997
"763",472917,830363
"764",418621,840463
"765",329002,727685
"766",418618,811618
"767",425356,745471
"768",470922,770669
"769",400598,790903
"770",412851,774986
"771",492415,829655
"772",400079,749617
"773",417673,785965
"774",424720,768456
"775",386415,801444
"776",426689,788562
"777",430747,776261
"778",405714,781619
"779",429220,787348
"780",427850,762201
"781",434080,785264
"782",473514,788780
"783",412386,777312
"784",430686,844506
"785",409142,811927
"786",422198,724557
"787",392185,713763
"788",412677,786951
"789",399149,784376
"790",382693,749680
"791",527515,831478
"792",448519,805219
"793",430779,770145
"794",413556,758080
"795",392140,769924
"796",416855,794023
"797",389713,772742
"798",398498,776720
"799",473727,807244
"800",389410,788256
"801",377230,790154
"802",415564,784464
"803",456799,844976
"804",444336,820061
"805",404359,783919
"806",453154,776082
"807",425019,759577
"808",415895,775793
"809",420083,787815
"810",506612,858859
"811",436648,859634
"812",403522,785432
"813",401407,759648
"814",403852,792473
"815",367398,701756
"816",412453,784453
"817",382124,786262
"818",416884,786845
"819",448865,836781
"820",383821,808301
"821",414249,796590
"822",457338,789952
"823",396276,785999
"824",390282,789593
"825",409417,758123
"826",397561,815245
"827",397137,742547
"828",402891,801910
"829",385257,791581
"830",409628,833942
"831",369249,797068
"832",460942,779073
"833",423146,737571
"834",420509,788730
"835",422736,790806
"836",401492,790336
"837",394018,799506
"838",385140,796221
"839",430243,781020
"840",416775,806826
"841",425796,795608
"842",411488,837715
"843",433989,765343
"844",415806,783594
"845",417023,771194
"846",415270,775605
"847",391163,811977
"848",405350,762342
"849",414860,773921
"850",371779,814715
"851",415631,805010
"852",387951,813315
"853",472691,802678
"854",471930,844046
"855",432892,815223
"856",366654,802105
"857",411721,717873
"858",426115,814461
"859",375997,806621
"860",385561,718324
"861",375573,809249
"862",437958,784801
"863",363857,784086
"864",430138,818594
"865",435085,791564
"866",414036,742189
"867",425611,793420
"868",439793,740773
"869",467107,817914
"870",387631,749416
"871",430001,765803
"872",384225,784381
"873",417146,822655
"874",427371,819417
"875",399587,792459
"876",474648,778810
"877",345692,788190
"878",409515,756149
"879",469782,780552
"880",468229,827985
"881",414951,852935
"882",409701,750741
"883",442826,795974
"884",459556,818479
"885",423311,813081
"886",476144,772131
"887",391976,789416
"888",448649,813885
"889",496658,816784
"890",410336,767856
"891",430167,811490
"892",357467,797530
"893",404220,785798
"894",446368,763341
"895",439514,758221
"896",424145,743433
"897",470062,771204
"898",421187,779726
"899",396617,801039
"900",394708,739061
"901",394912,755947
"902",425950,788228
"903",408283,806161
"904",419520,778231
"905",441950,785934
"906",409814,836083
"907",395817,788858
"908",422776,808328
"909",363959,810632
"910",422943,804253
"911",407626,771304
"912",347933,797148
"913",457554,795861
"914",394274,837428
"915",445674,768552
"916",416359,786189
"917",419485,804779
"918",376176,795539
"919",349378,805118
"920",456566,743012
"921",484407,809641
"922",403329,717870
"923",392795,817694
"924",372621,772258
"925",461751,817277
"926",489182,773934
"927",427388,815258
"928",418155,819422
"929",437035,755506
"930",416444,783624
"931",777811,751059
"932",823974,725025
"933",749723,781756
"934",875160,698897
"935",828194,742074
"936",800913,749332
"937",831165,783383
"938",793019,764859
"939",810467,706465
"940",803540,754792
"941",844662,654835
"942",803962,731228
"943",823065,733789
"944",822156,732296
"945",811389,723618
"946",779936,774397
"947",854769,713941
"948",803457,735855
"949",790712,745884
"950",815652,733433
"951",841289,701474
"952",832054,751330
"953",786032,701427
"954",824835,704997
"955",832886,781206
"956",818063,797960
"957",857620,709386
"958",828589,652430
"959",836727,737798
"960",776000,780347
"961",824098,714042
"962",830583,710990
"963",862189,735684
"964",815131,704478
"965",828478,655405
"966",784838,771499
"967",880362,706363
"968",767482,727417
"969",825070,734215
"970",813781,738344
"971",840863,737972
"972",840943,739611
"973",828276,762021
"974",822883,728314
"975",854886,769396
"976",829623,732301
"977",835428,731189
"978",818338,800932
"979",823417,701523
"980",812152,689907
"981",829969,699565
"982",861563,661642
"983",816955,747629
"984",774526,757135
"985",803577,712231
"986",798056,714380
"987",881789,727577
"988",858867,700187
"989",834996,728517
"990",839121,736259
"991",841045,738224
"992",840100,728839
"993",874544,686096
"994",862334,747768
"995",820253,714625
"996",817862,732248
"997",844729,682981
"998",846484,719360
"999",793669,724513
"1000",821906,732848
"1001",826465,646980
"1002",820350,748217
"1003",814540,707227
"1004",838223,766380
"1005",869471,745767
"1006",816054,733183
"1007",801177,737548
"1008",848783,748980
"1009",814105,723255
"1010",838036,749612
"1011",840270,725456
"1012",789601,714058
"1013",827169,708345
"1014",789448,738035
"1015",835030,668528
"1016",848151,741869
"1017",816091,747764
"1018",801511,761094
"1019",822670,689090
"1020",873672,734440
"1021",808153,737136
"1022",755829,751858
"1023",814697,729209
"1024",832758,707452
"1025",848264,762550
"1026",799903,784535
"1027",802674,727804
"1028",828147,808738
"1029",820707,705318
"1030",824594,741664
"1031",804474,747122
"1032",823108,733302
"1033",839514,728923
"1034",827711,732798
"1035",851644,721350
"1036",816390,711340
"1037",798007,723995
"1038",790612,738038
"1039",821909,728448
"1040",865754,723314
"1041",735295,814058
"1042",877711,703850
"1043",792990,685472
"1044",809917,762429
"1045",789388,712210
"1046",879221,655497
"1047",876935,684572
"1048",819439,735945
"1049",807929,730950
"1050",850451,764015
"1051",811748,766105
"1052",824765,761114
"1053",848586,789052
"1054",812231,739235
"1055",873532,712802
"1056",842590,716861
"1057",832798,734777
"1058",817640,730018
"1059",824322,744720
"1060",777697,798253
"1061",868493,677155
"1062",805658,698630
"1063",840349,790707
"1064",796953,726378
"1065",832589,782799
"1066",817441,709397
"1067",856029,730586
"1068",805089,762512
"1069",854628,773470
"1070",846090,651306
"1071",796943,674692
"1072",827192,785316
"1073",818209,719382
"1074",795200,786424
"1075",817777,724927
"1076",846512,683647
"1077",825080,746712
"1078",824674,806300
"1079",822616,735941
"1080",805391,732659
"1081",823250,732088
"1082",850376,739749
"1083",821337,733356
"1084",796786,724615
"1085",862425,741010
"1086",825690,703854
"1087",800872,672603
"1088",825395,715780
"1089",843911,730036
"1090",820238,732928
"1091",848570,703697
"1092",825515,738284
"1093",820367,732364
"1094",822025,749214
"1095",837718,761480
"1096",871723,685520
"1097",850904,720163
"1098",816775,739989
"1099",822103,732911
"1100",815455,755486
"1101",835648,756631
"1102",868626,737331
"1103",825997,730652
"1104",817252,730254
"1105",877906,722361
"1106",808440,729985
"1107",791470,751113
"1108",841654,764836
"1109",825429,732758
"1110",751215,828365
"1111",804706,788001
"1112",820194,734233
"1113",869991,705259
"1114",809779,663654
"1115",822078,711840
"1116",866139,717138
"1117",829379,718721
"1118",837582,763266
"1119",783999,732487
"1120",800231,732106
"1121",862569,719773
"1122",838764,652792
"1123",849343,713993
"1124",828297,715480
"1125",821259,750089
"1126",874643,729921
"1127",819058,729125
"1128",817018,729596
"1129",797804,715342
"1130",838515,768484
"1131",829398,724900
"1132",754841,796342
"1133",878690,739021
"1134",821908,732077
"1135",786495,759000
"1136",823987,687499
"1137",787988,741203
"1138",839339,726322
"1139",822425,727248
"1140",854412,725575
"1141",788351,737539
"1142",838587,700545
"1143",840425,762290
"1144",817395,734126
"1145",807913,737341
"1146",872285,750708
"1147",788166,702817
"1148",836225,709204
"1149",822293,786837
"1150",888892,702505
"1151",822623,745025
"1152",795124,696429
"1153",832238,725434
"1154",815593,689874
"1155",843572,784897
"1156",833716,758772
"1157",822474,780882
"1158",801102,759330
"1159",841752,731595
"1160",808779,732990
"1161",822533,758955
"1162",817807,715863
"1163",837977,728814
"1164",801204,755177
"1165",819628,810748
"1166",814732,734183
"1167",832086,716249
"1168",876503,659112
"1169",823856,749355
"1170",819737,737829
"1171",818756,743887
"1172",811971,664520
"1173",801526,705057
"1174",827031,734324
"1175",843891,721571
"1176",810460,735109
"1177",782368,759352
"1178",801172,715857
"1179",866928,716961
"1180",829673,730398
"1181",850888,736810
"1182",786935,732999
"1183",769656,721159
"1184",804925,735492
"1185",870054,738900
"1186",818932,728481
"1187",853692,746285
"1188",807072,687932
"1189",750459,800215
"1190",823959,737866
"1191",835804,710711
"1192",790206,747165
"1193",813092,739043
"1194",801810,728106
"1195",825404,733788
"1196",820947,730529
"1197",827081,694553
"1198",822664,720677
"1199",768565,762193
"1200",823113,733720
"1201",821079,800206
"1202",828531,731300
"1203",820757,738235
"1204",781260,737962
"1205",819438,662327
"1206",833504,744564
"1207",789552,731946
"1208",822843,763117
"1209",775555,719683
"1210",865084,713697
"1211",820455,729132
"1212",849547,738979
"1213",762269,792243
"1214",821464,700760
"1215",824013,753991
"1216",803369,698753
"1217",823589,728083
"1218",796353,710294
"1219",820083,728310
"1220",829133,735488
"1221",823455,747394
"1222",818542,740451
"1223",809623,734937
"1224",841762,777572
"1225",802184,751958
"1226",803874,675499
"1227",830065,739162
"1228",824140,729074
"1229",852730,769968
"1230",866760,753547
"1231",811031,703822
"1232",825414,734466
"1233",816615,770855
"1234",786227,765634
"1235",817269,733788
"1236",809453,736879
"1237",757421,774445
"1238",818251,731938
"1239",788020,765562
"1240",823618,734216
"1241",812295,728049
"1242",837545,696979
"1243",797918,694723
"1244",822224,742716
"1245",821895,732158
"1246",797233,713358
"1247",800258,733812
"1248",813319,737376
"1249",860951,162251
"1250",860387,157731
"1251",857363,154639
"1252",863391,126214
"1253",839094,159543
"1254",849248,164090
"1255",875990,133950
"1256",905936,150106
"1257",895835,123485
"1258",818079,108536
"1259",898976,198452
"1260",869087,153957
"1261",849653,143827
"1262",834293,161575
"1263",844234,153197
"1264",835128,212354
"1265",828179,155649
"1266",875410,128878
"1267",850965,156224
"1268",800816,176612
"1269",832621,150748
"1270",876863,176593
"1271",826192,172906
"1272",862679,188399
"1273",839974,154358
"1274",854338,135067
"1275",855233,141357
"1276",850538,160159
"1277",868442,160118
"1278",888714,205560
"1279",864185,161232
"1280",851280,156049
"1281",875825,204959
"1282",840375,155757
"1283",892340,149050
"1284",873527,126426
"1285",836433,200181
"1286",826499,142732
"1287",854922,159650
"1288",883537,210648
"1289",807420,168787
"1290",840299,118907
"1291",834602,213597
"1292",864053,139325
"1293",856454,117143
"1294",857972,160214
"1295",850046,108829
"1296",804936,148980
"1297",864374,150149
"1298",858587,150101
"1299",870247,121460
"1300",855656,162100
"1301",850176,127908
"1302",850057,157848
"1303",828005,145089
"1304",861994,160156
"1305",849537,157510
"1306",867125,168762
"1307",838142,156770
"1308",847644,164348
"1309",856349,158150
"1310",860606,152843
"1311",869288,168662
"1312",838328,185708
"1313",860986,140320
"1314",829229,143653
"1315",866051,172932
"1316",871556,194747
"1317",865489,161762
"1318",851840,110475
"1319",846256,154064
"1320",836081,178429
"1321",859707,202806
"1322",849938,156042
"1323",894124,202052
"1324",864325,170593
"1325",848108,161786
"1326",817619,181929
"1327",858058,196183
"1328",861242,161722
"1329",885793,172115
"1330",850577,157049
"1331",877125,161227
"1332",883864,111281
"1333",891699,170415
"1334",802394,87835
"1335",862759,157988
"1336",824185,167369
"1337",813124,157130
"1338",840335,164912
"1339",858042,178196
"1340",846257,145306
"1341",858516,151301
"1342",851282,153750
"1343",905005,164126
"1344",857309,139276
"1345",845589,192916
"1346",895245,150977
"1347",863995,150435
"1348",862642,159379
"1349",861631,169376
"1350",858934,162874
"1351",912023,160368
"1352",842824,177832
"1353",824560,133679
"1354",842281,175525
"1355",860845,155375
"1356",841096,188742
"1357",821428,153468
"1358",840357,169437
"1359",827802,189078
"1360",844734,164570
"1361",847812,114745
"1362",887269,166179
"1363",830159,134329
"1364",850925,157811
"1365",847276,121785
"1366",870599,149782
"1367",780153,136449
"1368",814379,132655
"1369",834483,173379
"1370",852423,159874
"1371",854012,157449
"1372",883375,158482
"1373",850219,110573
"1374",836450,151205
"1375",881217,172320
"1376",813239,139752
"1377",871255,140340
"1378",789356,159383
"1379",873690,156226
"1380",858834,149259
"1381",778867,140736
"1382",872057,122354
"1383",882097,161493
"1384",787336,144875
"1385",849751,167033
"1386",843833,170416
"1387",850663,157840
"1388",812240,177846
"1389",838609,140215
"1390",850959,157920
"1391",859703,156782
"1392",854753,190254
"1393",895723,126593
"1394",857833,170565
"1395",850200,164752
"1396",845303,150476
"1397",877422,134877
"1398",850153,155701
"1399",819256,201704
"1400",871689,155981
"1401",818014,140185
"1402",815298,167390
"1403",864088,171351
"1404",902529,162041
"1405",908069,146564
"1406",799326,106384
"1407",854996,81095
"1408",843813,182032
"1409",888504,147016
"1410",877964,242679
"1411",851866,156896
"1412",821361,175823
"1413",810775,160434
"1414",843150,156573
"1415",844088,150085
"1416",830620,117906
"1417",835790,127898
"1418",819541,117296
"1419",858703,157931
"1420",857846,153281
"1421",876408,183646
"1422",842576,153072
"1423",848974,199427
"1424",862925,243856
"1425",856561,128799
"1426",834171,189042
"1427",872516,217570
"1428",869167,105039
"1429",819670,183364
"1430",846575,159002
"1431",895127,152283
"1432",830445,186055
"1433",792179,148539
"1434",852410,187705
"1435",853554,158012
"1436",927170,250593
"1437",825605,167750
"1438",846731,162515
"1439",878170,123364
"1440",884966,133900
"1441",866987,154415
"1442",846284,113820
"1443",873474,159567
"1444",878258,158631
"1445",882306,173836
"1446",856924,169071
"1447",794260,129843
"1448",851568,114049
"1449",868736,179354
"1450",925732,210388
"1451",868375,161990
"1452",855593,161003
"1453",849599,157084
"1454",868317,177001
"1455",800304,163436
"1456",823740,169808
"1457",856202,158811
"1458",883929,121705
"1459",851010,157593
"1460",872506,157517
"1461",850533,160136
"1462",816393,185056
"1463",850911,157772
"1464",812942,85345
"1465",835581,147664
"1466",913298,162009
"1467",858172,137586
"1468",872781,154295
"1469",871597,185239
"1470",923120,170161
"1471",837019,215527
"1472",835702,176502
"1473",837017,154170
"1474",859177,143273
"1475",866851,129505
"1476",855852,134834
"1477",924289,171369
"1478",860154,113364
"1479",836739,162321
"1480",850775,162968
"1481",884750,154317
"1482",849681,125345
"1483",854463,159977
"1484",883567,161769
"1485",848137,87922
"1486",823676,152154
"1487",848135,130674
"1488",844400,150812
"1489",864494,136669
"1490",878157,210496
"1491",851088,157432
"1492",786528,104976
"1493",860106,157080
"1494",861412,205239
"1495",820675,168154
"1496",834036,144156
"1497",842907,133992
"1498",846720,162060
